generation,individual,accuracy,num_layers,best_accuracy,best_num_layers
20,29,26,4,40,5
20,30,21,3,40,5
20,31,29,5,40,5
20,32,32,3,40,5
20,33,9,5,40,5
20,34,25,4,40,5
20,35,9,4,40,5
20,36,9,4,40,5
20,37,34,5,40,5
20,38,23,3,40,5
20,39,32,4,40,5
20,40,35,4,40,5
20,41,9,5,40,5
20,42,29,4,40,5
20,43,31,3,40,5
20,44,25,3,40,5
20,45,34,4,40,5
20,46,31,3,40,5
20,47,27,3,40,5
20,48,36,4,40,5
20,49,33,4,40,5
21,0,40,5,41,5
21,1,40,4,41,5
21,2,33,6,41,5
21,3,30,4,41,5
21,4,32,4,41,5
21,5,32,4,41,5
21,6,29,3,41,5
21,7,36,4,41,5
21,8,29,4,41,5
21,9,36,3,41,5
21,10,27,3,41,5
21,11,32,3,41,5
21,12,27,4,41,5
21,13,30,3,41,5
21,14,37,4,41,5
21,15,9,3,41,5
21,16,31,4,41,5
21,17,28,4,41,5
21,18,31,4,41,5
21,19,27,3,41,5
21,20,32,3,41,5
21,21,32,4,41,5
21,22,10,3,41,5
21,23,35,4,41,5
21,24,32,5,41,5
21,25,9,4,41,5
21,26,29,4,41,5
21,27,30,5,41,5
21,28,15,3,41,5
21,29,34,4,41,5
21,30,30,3,41,5
21,31,9,4,41,5
21,32,40,3,41,5
21,33,35,4,41,5
21,34,10,4,41,5
21,35,32,4,41,5
21,36,37,4,41,5
21,37,9,4,41,5
21,38,31,3,41,5
21,39,32,3,41,5
21,40,31,3,41,5
21,41,40,3,41,5
21,42,27,5,41,5
21,43,10,4,41,5
21,44,35,3,41,5
21,45,30,4,41,5
21,46,29,4,41,5
21,47,30,4,41,5
21,48,28,3,41,5
21,49,37,3,41,5
22,0,41,5,40,5
22,1,33,4,40,5
22,2,9,3,40,5
22,3,35,3,40,5
22,4,9,4,40,5
22,5,30,3,40,5
22,6,9,3,40,5
22,7,34,3,40,5
22,8,9,3,40,5
22,9,32,3,40,5
22,10,27,5,40,5
22,11,31,5,40,5
22,12,35,3,40,5
22,13,32,3,40,5
22,14,10,3,40,5
22,15,10,3,40,5
22,16,35,4,40,5
22,17,28,3,40,5
22,18,19,4,40,5
22,19,33,4,40,5
22,20,25,3,40,5
22,21,30,3,40,5
22,22,22,3,40,5
22,23,9,5,40,5
22,24,9,3,40,5
22,25,27,6,40,5
22,26,31,3,40,5
22,27,31,4,40,5
22,28,9,3,40,5
22,29,27,4,40,5
22,30,32,4,40,5
22,31,10,3,40,5
22,32,17,4,40,5
22,33,34,3,40,5
22,34,9,4,40,5
22,35,12,4,40,5
22,36,32,4,40,5
22,37,26,3,40,5
22,38,12,3,40,5
22,39,9,4,40,5
22,40,24,4,40,5
22,41,28,4,40,5
22,42,32,4,40,5
22,43,34,4,40,5
22,44,27,4,40,5
22,45,10,4,40,5
22,46,35,3,40,5
22,47,35,4,40,5
22,48,33,4,40,5
22,49,30,4,40,5
23,0,40,5,41,5
23,1,10,4,41,5
23,2,35,5,41,5
23,3,34,5,41,5
23,4,16,3,41,5
23,5,33,4,41,5
