generation,individual,accuracy,num_layers,best_accuracy,best_num_layers
19,38,35,3,38,6
19,39,36,3,38,6
19,40,36,3,38,6
19,41,36,3,38,6
19,42,11,4,38,6
19,43,35,3,38,6
19,44,36,4,38,6
19,45,32,3,38,6
19,46,36,4,38,6
19,47,34,5,38,6
19,48,32,4,38,6
19,49,36,4,38,6
20,0,38,6,38,3
20,1,35,3,38,3
20,2,29,3,38,3
20,3,25,3,38,3
20,4,37,6,38,3
20,5,35,3,38,3
20,6,37,3,38,3
20,7,36,3,38,3
20,8,35,5,38,3
20,9,35,4,38,3
20,10,37,3,38,3
20,11,36,3,38,3
20,12,36,3,38,3
20,13,35,3,38,3
20,14,36,3,38,3
20,15,36,3,38,3
20,16,24,3,38,3
20,17,17,3,38,3
20,18,26,4,38,3
20,19,36,3,38,3
20,20,34,3,38,3
20,21,37,3,38,3
20,22,17,6,38,3
20,23,37,3,38,3
20,24,34,3,38,3
20,25,11,3,38,3
20,26,36,5,38,3
20,27,36,3,38,3
20,28,20,4,38,3
20,29,29,3,38,3
20,30,17,3,38,3
20,31,29,4,38,3
20,32,36,3,38,3
20,33,36,3,38,3
20,34,35,3,38,3
20,35,34,3,38,3
20,36,29,3,38,3
20,37,36,3,38,3
20,38,33,4,38,3
20,39,29,4,38,3
20,40,37,4,38,3
20,41,35,8,38,3
20,42,34,3,38,3
20,43,37,4,38,3
20,44,35,3,38,3
20,45,35,3,38,3
20,46,35,4,38,3
20,47,36,3,38,3
20,48,35,3,38,3
20,49,36,4,38,3
21,0,36,3,37,3
21,1,36,3,37,3
21,2,36,3,37,3
21,3,30,3,37,3
21,4,16,3,37,3
21,5,35,3,37,3
21,6,15,4,37,3
21,7,35,3,37,3
21,8,35,3,37,3
21,9,28,3,37,3
21,10,36,3,37,3
21,11,36,3,37,3
21,12,35,6,37,3
21,13,36,3,37,3
21,14,24,3,37,3
21,15,26,3,37,3
21,16,38,3,37,3
21,17,35,3,37,3
21,18,34,3,37,3
21,19,35,3,37,3
21,20,27,3,37,3
21,21,35,3,37,3
21,22,35,3,37,3
21,23,34,3,37,3
21,24,36,3,37,3
21,25,36,3,37,3
21,26,35,4,37,3
21,27,36,3,37,3
21,28,34,3,37,3
21,29,20,3,37,3
21,30,36,3,37,3
21,31,10,4,37,3
21,32,10,6,37,3
21,33,36,4,37,3
21,34,16,4,37,3
21,35,20,4,37,3
21,36,35,6,37,3
21,37,28,4,37,3
21,38,29,3,37,3
21,39,30,3,37,3
21,40,29,4,37,3
21,41,36,3,37,3
21,42,36,3,37,3
21,43,24,3,37,3
21,44,35,3,37,3
21,45,36,3,37,3
21,46,16,3,37,3
21,47,36,4,37,3
21,48,36,4,37,3
21,49,8,4,37,3
22,0,37,3,38,4
22,1,28,3,38,4
22,2,30,3,38,4
22,3,36,3,38,4
22,4,35,3,38,4
22,5,24,3,38,4
22,6,26,3,38,4
22,7,12,4,38,4
22,8,20,3,38,4
22,9,12,3,38,4
22,10,20,3,38,4
22,11,35,3,38,4
22,12,35,3,38,4
22,13,23,3,38,4
22,14,36,3,38,4
22,15,24,3,38,4
22,16,10,3,38,4
22,17,15,3,38,4
22,18,26,4,38,4
22,19,36,4,38,4
22,20,29,4,38,4
22,21,23,3,38,4
22,22,11,4,38,4
22,23,34,4,38,4
22,24,9,4,38,4
22,25,35,3,38,4
22,26,36,5,38,4
22,27,36,5,38,4
22,28,35,5,38,4
22,29,29,5,38,4
22,30,35,4,38,4
22,31,30,5,38,4
22,32,11,5,38,4
22,33,36,4,38,4
22,34,35,4,38,4
22,35,24,3,38,4
22,36,21,3,38,4
22,37,21,5,38,4
22,38,14,3,38,4
22,39,14,4,38,4
22,40,22,4,38,4
22,41,34,4,38,4
22,42,36,4,38,4
22,43,17,4,38,4
22,44,21,4,38,4
22,45,22,4,38,4
22,46,14,3,38,4
22,47,17,4,38,4
22,48,26,4,38,4
22,49,34,5,38,4
23,0,35,4,38,4
23,1,36,3,38,4
23,2,37,4,38,4
23,3,38,4,38,4
